,Acc,AbsSpd,S,DeltaV,Type-Car,Type-TW,SLType-Car,SLType-TW,Category-Left,Category-NoLead,Category-Right,AccGapWiden-Widening,ColTime
1668,2.20264259929541,10.218089074708,7.01893958351744,0.893476626945308,1,0,1,0,0,1,0,1,7.855761831749726
1669,0.712552351383579,10.0440265959848,5.79596714619314,1.68550286653038,1,0,1,0,0,1,0,1,3.4387168727420687
1670,0.76267365980757,9.25796631457784,27.2847155843067,3.92592706726784,0,1,0,1,0,1,0,1,6.949878364219048
1671,1.12012322751752,9.14320708152238,24.0640091313436,3.46340255275581,0,1,0,1,0,1,0,1,6.948083211463826
1672,1.50486436624516,8.70835490231127,29.6559688937959,3.03377821471767,0,1,0,1,0,1,0,1,9.775259361388667
1673,0.706580093219642,10.2548838282064,15.5090460013054,1.33591721589615,0,1,0,1,0,1,0,1,11.609286725825848
1674,0.934555708983776,9.29062080638403,5.43801269341397,1.58906279746822,1,0,1,0,0,1,0,1,3.4221509068603853
1675,1.62993771699021,11.4285714285714,15.7709786339098,1.3929404282031,0,1,0,1,0,1,0,1,11.322076891869985
1676,0.137386526227971,12.6738660692218,5.00486842078712,0.90175286330377,0,1,0,1,0,1,0,1,5.5501552858403835
1678,0.415471668910854,8.97489210881452,5.06941846314722,1.66941846314722,0,1,0,1,0,1,0,1,3.036637353099746
1679,1.52756994153023,11.4557472433345,19.0122169726549,6.03510793630221,1,0,1,0,0,1,0,1,3.1502695847895534
1680,3.64141486071375,10.9903777376672,12.831792598381,4.54879625025082,0,1,0,1,0,1,0,1,2.8209205012586476
1681,1.71052631578951,12.0394736842105,8.60324167437713,1.66376799016655,0,0,1,0,0,1,0,1,5.170938331080592
1682,1.25216779609181,11.0405827686208,8.85941723137924,1.11255630850565,0,0,1,0,0,1,0,1,7.963118058517797
1683,1.73773157341788,12.1531390771264,10.9885883131804,3.33544923605396,1,0,0,1,0,1,0,1,3.2944852508625107
1684,4.8,8.93520118135076,11.949657486313,4.81445630496221,0,1,0,1,0,1,0,1,2.4820367512727475
1685,1.44183788491194,10.4051580814623,2.7136626330409,0.737699061394835,0,1,0,1,0,1,0,1,3.6785496621209335
1686,0.692834707519552,12.4682956630317,7.46859536362138,2.04865882626206,1,0,0,1,0,1,0,1,3.6456023169306437
1687,0.698879330329703,10.0585210781183,9.27084415335797,1.31291742427376,0,1,0,1,0,1,0,1,7.061254563276236
1688,1.09823397193935,10.3561322025904,8.19999999999999,0.155040103069297,0,1,0,1,0,1,0,1,52.889541722859306
1689,3.03842148365342,11.1042709170698,14.2933617693818,0.80599965419006,0,0,0,1,0,1,0,1,17.733707074285334
1690,1.0536448708752,10.4958320208848,18.4882356577739,1.62049417007255,1,0,1,0,0,1,0,1,11.409010904955109
1691,1.7096914258004,12.6429790483431,14.6228105018631,0.518151322208155,1,0,1,0,0,1,0,1,28.2211197291681
1692,0.830824020873933,10.7231788993785,7.37965881794678,1.83938810430639,0,1,0,1,0,1,0,1,4.01201834494279
1693,2.12909677395228,13.2066486270282,11.1158736061086,1.81473857715142,0,1,0,1,0,1,0,1,6.125330527528154
1694,1.47882584242181,10.4013839187323,17.9826086956522,1.55513782039814,0,1,0,1,0,1,0,1,11.56335371680972
1695,2.478110719002,9.60827428571126,29.5070888480035,3.59585591785327,0,1,0,1,0,1,0,1,8.205859612311516
1696,2.07699919669719,11.5441827422059,26.0376779175878,0.844049458185196,0,0,0,1,0,1,0,1,30.84852157072859
1698,1.69493156355134,12.7733442598986,5.52541868059274,1.78571371644313,0,1,0,1,0,1,0,1,3.094235447548968
1699,0.46639378404177,12.7564670271196,18.3517243195876,4.38284278033294,1,0,0,1,0,1,0,1,4.187173768116209
1700,0.680848438660597,12.4042257093706,15.2529737202369,3.54773778794716,0,1,0,1,0,1,0,1,4.299352046832858
1701,0.821299001002927,13.3091463723118,13.0173043444944,0.830590547239296,0,1,0,1,0,1,0,1,15.672348292141193
1702,4.8,11.378652233219,21.0992950616562,2.44348855552718,0,1,1,0,0,1,0,1,8.634906438963881
1703,0.399393752935151,12.3077435997229,9.34463735265805,0.68354573982317,0,1,0,1,0,1,0,1,13.670829628863554
1704,1.02179122267682,13.3153618029704,1.2758273088499,0.533286635932768,0,1,0,1,0,1,0,1,2.3923856757039466
1705,1.94628881009717,14.3371530256472,1.29965755031117,0.023830241461269,0,1,0,1,0,1,0,1,54.538161202583176
1706,2.17774488444775,12.9636456158056,8.62956611082244,2.62851049311703,0,1,0,1,0,1,0,1,3.283063215239074
1707,0.788506939547041,9.69599667626721,15.5454966045213,4.69325686499263,1,0,0,1,0,1,0,1,3.3123046642676592
1708,2.22310688600577,12.1661466552541,12.5892535412598,0.60703743935963,0,1,0,1,0,1,0,1,20.738841997192683
1709,0.239538499147002,11.8143069203704,27.1128761668945,0.787876166894534,0,1,0,1,0,1,0,1,34.41261115152359
1710,0.863617774729782,12.0408211692238,5.69371364926965,0.907999363555355,1,0,1,0,0,1,0,1,6.27061414115467
1711,3.7315557438104,12.5110011875744,16.4672621527935,2.39150825152036,1,0,1,0,0,1,0,1,6.885722490116738
1712,2.64263841488062,13.8567147247756,14.9428211740089,1.64943985253296,1,0,1,0,0,1,0,1,9.059330748594425
1713,3.49934494469136,12.1884246614436,13.9538029758136,2.68464172639329,1,0,1,0,0,1,0,1,5.197640652989471
1714,2.93980998052596,12.4774634307897,6.95060674464897,1.38218569201736,0,1,1,0,0,1,0,1,5.028706913109668
1715,0.110682778222724,11.8586243495338,18.7067032394319,0.967462606987979,0,1,0,1,0,1,0,1,19.335841100538094
1716,0.684173977405464,11.9693071277565,20.6251966553263,1.91849341589433,0,1,0,1,0,1,0,1,10.750725795799305
1717,3.14275314475734,10.8359869167683,21.4431131659039,3.55476503569315,0,1,0,1,0,1,0,1,6.0322167430463285
1718,0.734934799540049,14.2141938896243,5.84350795698428,0.280746650324268,0,1,0,1,0,1,0,1,20.814168041666434
1719,1.29779056903666,10.311458961756,10.8423792161923,3.51356196287903,1,0,0,1,0,1,0,1,3.085865378422984
1720,2.95165973028733,13.6549567436138,20.5882563920091,1.82567223584603,0,1,1,0,0,1,0,1,11.277082483794443
1721,0.509433716534417,9.1014275863357,6.79607979582077,1.00552893582041,0,1,0,1,0,1,0,1,6.758711314732932
1722,1.29512254041474,12.7075824748538,7.74123573610734,0.839219220829051,0,1,0,1,0,1,0,1,9.22433083510635
1723,1.96607549926725,11.0147462750756,21.2395407467989,2.04397269738041,0,1,0,1,0,1,0,1,10.39130355019901
1724,1.17477993822251,11.6029978395553,14.0333333333333,3.30373809057935,0,1,0,1,0,1,0,1,4.247713634851843
1725,0.171849379564406,10.4284620354847,20.5776098060004,2.18216968879989,0,1,0,1,0,1,0,1,9.429885270433436
1726,1.92455591457131,11.9583410514272,7.42663890446438,1.5058169500094,0,1,1,0,0,1,0,1,4.931966600866074
1727,0.705512941553849,14.4589607426567,10.8644736842106,0.837091888922274,0,1,1,0,0,1,0,1,12.97883043425283
1728,1.64225705640698,15.1644736842105,11.7303246638416,0.865850979631063,0,1,1,0,0,1,0,1,13.54774082353047
1729,1.28659966752531,11.0967103700417,10.0878356116264,1.75500852323433,1,0,0,1,0,1,0,1,5.748026564016558
1730,0.221885878123061,10.7861769210574,8.9321669691497,0.167917649212036,1,0,0,1,0,1,0,1,53.19373520927936
1731,1.22945543868209,11.8363060634052,22.1469922363905,2.43333128925279,0,1,0,1,0,1,0,1,9.101511304361372
1732,0.620969927229623,12.8564079557114,5.57817670497944,2.31364146797118,0,1,0,1,0,1,0,1,2.410994435482224
1733,1.68005334591539,10.7671995337349,10.9860935414858,2.29856196835243,0,1,0,1,0,1,0,1,4.779550733348487
1734,0.752416689816464,13.5851718477387,12.5375885375552,1.03019446759424,0,1,0,1,0,1,0,1,12.170118295076445
1735,1.12065497556021,14.1870648973873,7.71802907969182,0.295019819337661,0,1,0,1,0,1,0,1,26.161052830346467
1736,0.0433636602856033,14.3717794126217,12.8929208506851,0.340956018334808,0,1,0,1,0,1,0,1,37.81402925119996
1737,1.08955915929673,11.25,7.83955915929673,0.549190865308418,1,0,1,0,0,1,0,1,14.274744272911644
1738,1.34273369376421,13.5316556501221,14.6598284855251,1.26013699084902,0,1,0,1,0,1,0,1,11.633519682370412
1739,1.30784040835843,12.0960797958208,27.2186231323684,3.51862313236842,0,1,0,1,0,1,0,1,7.735589208738952
1740,0.389767551232552,11.7627059836323,11.3648954503917,1.4021894667594,0,1,0,1,0,1,0,1,8.105106848831998
1741,2.51544367023396,10.5233057696532,4.02700564539595,1.06002756368017,0,1,0,1,0,1,0,1,3.7989631433876303
1742,0.00261470872080594,13.7531784028254,29.4343575329581,1.12121094106089,0,1,0,1,0,1,0,1,26.252292458997328
1743,1.86703269325001,10.7475676205834,4.64907460727008,1.68523375141747,0,1,0,1,0,1,0,1,2.7587120204302154
1744,0.811236424079084,13.1231102433991,10.7961671295251,1.38442333503394,0,1,0,1,0,1,0,1,7.798313461149819
1745,0.999777343750736,15.3785799845415,24.841515223029,2.62142001545853,0,1,0,1,0,1,0,1,9.47635826252124
1746,2.14934970222077,10.0249366458682,14.4939464700209,5.79884346215223,1,0,0,1,0,1,0,1,2.4994546868905303
1747,1.15088908548901,15.3754267039847,7.89176896684243,0.632131736541965,0,1,0,1,0,1,0,1,12.484373921824954
1748,1.60338743972426,12.6277693185577,4.43957168863876,0.332301117702919,0,1,0,1,0,1,0,1,13.360086536355825
1749,0.825745627187871,11.6344603256683,5.00090111411345,1.5015512737881,1,0,0,1,0,1,0,1,3.3304897417836568
1750,0.24332136018365,12.028234560011,1.53659388632387,0.810692926523547,0,1,0,1,0,1,0,1,1.895408034350524
1751,0.92865359959973,12.2715559201946,1.8928072846869,0.356213398363028,0,1,0,1,0,1,0,1,5.313689191325369
1752,0.578559155268024,14.2508182144573,6.20793359103034,1.55141029537428,0,1,0,1,0,1,0,1,4.001477629444676
1753,1.14564771578053,11.7677444312726,9.53117602029178,1.9842310695012,0,1,0,1,0,1,0,1,4.8034607293432545
1754,3.86956305425736,14.5435063701942,11.0210576052252,2.43988230951422,0,1,0,1,0,1,0,1,4.5170447616465115
1755,0.751313442250236,10.5245356022297,24.5187697959162,4.51838514920644,0,1,0,1,0,1,0,1,5.426445286591473
1756,0.253383742442352,10.4300315650359,16.5829345239791,2.48336058201726,0,1,0,1,0,1,0,1,6.6776184836229495
1757,0.53692558746036,12.5391142044254,10.7357259042585,2.52796734081058,0,1,0,1,0,1,0,1,4.246781883193215
1758,1.32711853608293,11.8865290010709,16.4189272681593,1.85647753211754,0,1,0,1,0,1,0,1,8.84412926313819
1759,1.56994548147787,9.91816697826413,9.10940688695855,3.37452125606863,0,1,0,1,0,1,0,1,2.6994664415215897
1760,0.774467405088899,10.0486388608852,5.10756075284054,2.18380622966608,0,1,0,1,0,1,0,1,2.338834225975041
1762,0.564196061520079,13.7922012846072,3.30796291926003,0.90571944380541,0,1,0,1,0,1,0,1,3.6523041896522783
1763,0.0211348025557925,10.2532937330301,16.5012820512821,0.813807409422367,0,1,0,1,0,1,0,1,20.276642680108502
1764,0.817825497667325,13.6626976144763,15.5121947375729,1.17264217158382,1,0,1,0,0,1,0,1,13.228412821467503
1765,0.764786752498424,12.2927505647126,12.1666666666667,0.207249435287423,1,0,1,0,0,1,0,1,58.705427350349154
1766,1.52517054041696,12.7764743186179,9.87445677960799,0.32795126941463,0,1,0,1,0,1,0,1,30.10952449500562
1767,0.0507960471151705,13.1781706643812,7.87488280159329,0.570739073712161,0,1,0,1,0,1,0,1,13.797693489555622
1768,1.13690371062322,12.6877177536791,13.3801682777795,0.0303594289228073,0,1,0,1,0,1,0,1,440.72529532094546
1769,0.339959345986784,9.70885906949769,27.134260082728,1.22056605854453,1,0,1,0,0,1,0,1,22.230882050812053
1770,1.31903381409946,11.8091298313174,11.7321810070784,1.36904083306381,0,1,0,1,0,1,0,1,8.56963556070323
1771,1.6637679901666,17.8947368421052,14.3809374073285,2.56514793364427,1,0,0,1,0,1,0,1,5.6062799414838045
1772,0.426372759026407,19.1371158602213,16.099371947264,2.15597793278988,1,0,0,1,0,1,0,1,7.467317592824839
1773,0.879335999044827,15.5354564295526,7.67208107531351,2.45869262616792,0,1,0,1,0,1,0,1,3.120390484625602
1774,0.711009572456334,16.4147924285974,7.75454800027929,0.0824669249657717,0,1,0,1,0,1,0,1,94.03221962620594
1775,2.62305762862498,11.399075729615,4.28658224189088,1.25856533858798,0,1,0,1,0,1,0,1,3.4059274560191826
1777,2.01531764035346,10.9139611578496,3.94041619019157,2.31659164454476,0,1,0,1,0,1,0,1,1.7009541580065193
1778,2.59242743043956,10.67289249263,16.1812411686855,4.39790783535216,0,1,0,1,0,1,0,1,3.6793042906934397
1779,1.06154028666469,12.9193820984532,26.502152764849,0.18140437797706,0,1,0,1,0,1,0,1,146.0943394001241
1780,0.913186145500468,10.541661666288,11.2709172584347,2.32854446441375,0,1,0,1,0,1,0,1,4.840327264814478
1781,0.896685066063114,11.1686367761124,14.3154908677394,1.58974751291576,0,1,0,1,0,1,0,1,9.004883323568357
1782,0.140281742764486,11.5232918859032,16.1704369859013,1.99294146256966,0,1,0,1,0,1,0,1,8.113854465675802
1783,1.42102379595178,11.6635736286677,18.0160526873518,1.84561570145053,0,1,0,1,0,1,0,1,9.761540646404553
1785,0.086195785736777,14.6340011315504,11.9003216723771,0.91576630548019,0,1,0,1,0,1,0,1,12.994932878794948
1786,0.553205185431693,17.4317307406175,15.1516025927158,2.21987185209838,1,0,1,0,0,1,0,1,6.825440206556714
1787,1.47851085446825,9.98263213950439,23.4966508732492,2.21550744165442,0,1,0,1,0,1,0,1,10.605539133600557
1788,1.54261452382335,11.9281885222923,6.28110703985533,3.60518630488451,0,1,0,1,0,1,0,1,1.7422420115557777
1789,0.686836976333026,11.9429116839859,18.2878497617955,2.55133523647116,0,1,0,1,0,1,0,1,7.167952490277231
1790,1.21996114064694,12.8935443299879,21.1008690980864,2.11356539765069,0,1,0,1,0,1,0,1,9.983542085587148
1791,0.789366273961335,17.3353129560187,11.6868421052632,0.888371254507632,0,1,1,0,0,1,0,1,13.155358242360597
1792,2.69160022255605,17.3569753954783,13.7490075105046,5.13539094691787,0,1,1,0,0,1,0,1,2.6773049321116247
1793,0.864924912118543,12.143759292003,8.55710205428887,0.802937765991114,0,1,1,0,0,1,0,1,10.657241964109547
1794,0.854151201499576,9.41161073183528,1.39745638292791,0.433771055827329,0,1,0,1,0,1,0,1,3.221645068646984
1795,0.0500648865537414,14.4215812324871,14.5362962376841,2.0747088911715,1,0,0,1,0,1,0,1,7.006426925502821
1796,1.13512850940496,10.1960668659108,23.7558090217231,0.918723359331381,0,1,0,1,0,1,0,1,25.857412659031393
1797,1.22199985609671,11.6434406800207,22.5743473772846,1.78946673945515,0,1,0,1,0,1,0,1,12.615125433489728
1798,0.816019197950009,10.4795565552314,11.7943653226799,1.82970343466596,0,1,0,1,0,1,0,1,6.446053004668015
1799,0.252286091795241,12.1815492617947,8.3261430458976,0.126143045897606,0,1,0,1,0,1,0,1,66.00556524262284
1801,1.07729676521522,10.9566647777837,4.45,0.605835222216271,0,1,0,1,0,1,0,1,7.345231569272213
1802,1.06699537541542,11.0816836359633,8.78169498509224,1.08764736604462,0,1,0,1,0,1,0,1,8.074027721896748
1803,0.608244611992028,9.75431060652571,2.84258340587166,1.28776300863588,0,1,0,1,0,1,0,1,2.207380850986543
1804,0.0668427419878128,9.37914176173077,5.52192244753554,0.777170709595417,0,1,0,1,0,1,0,1,7.105160268340745
1805,0.836089703231792,10.2639871223655,18.087914045579,2.59149326029922,0,1,0,1,0,1,0,1,6.979726446786333
1806,0.798198161793238,10.3291573914117,24.2279854657311,1.59393454411486,0,1,0,1,0,1,0,1,15.200113176030905
1807,2.9071975072126,8.49671620265681,29.2001156326458,3.32309180698519,0,1,0,1,0,1,0,1,8.787032477184864
1808,0.96694038459151,11.6368710385305,27.0406625873673,1.938747893995,0,1,0,1,0,1,0,1,13.94748779411803
1809,0.853301977607885,11.9230919355265,16.1287415157841,3.00564958025754,0,1,0,1,0,1,0,1,5.366141689212521
1810,0.937432864082673,9.31000777086161,6.82158644131587,1.05254744765613,0,1,0,1,0,1,0,1,6.481025113410849
1811,0.719151366062363,9.64042431696882,13.9827656591913,1.45965250862845,0,1,0,1,0,1,0,1,9.579516752470138
1812,0.288651858964641,9.92309193552654,16.3998815021169,1.27678956659039,0,1,0,1,0,1,0,1,12.844623680558465
1813,0.45774827065776,10.2117437944912,17.7382562055088,1.33837470339188,0,1,0,1,0,1,0,1,13.253580003084522
1814,0.303917890122687,8.76327719096308,16.3539898645621,1.4841634439812,0,1,0,1,0,1,0,1,11.018995199540338
1815,2.54658771020951,9.51169243470534,28.6330984672008,1.80729461734197,0,1,0,1,0,1,0,1,15.843071844762179
1816,1.09326772995014,6.54215468633115,26.8315562480206,2.57457781363799,0,1,0,1,0,1,0,1,10.421730547777248
1817,0.596861123727408,6.70156943813629,12.2691810736021,3.04510053444775,0,1,0,1,0,1,0,1,4.029154681366604
1818,0.0878427236691266,7.2984305618637,14.977734067386,2.70855299378384,0,1,0,1,0,1,0,1,5.529791775076976
1819,1.21993936990931,13.0717272967573,5.15833333333335,3.85543208710507,0,1,0,1,0,1,0,1,1.3379390991183533
1820,0.757675321719287,11.9353169379991,10.059658926385,3.50204250022787,0,1,0,1,0,1,0,1,2.8725119485929826
1821,1.23667669265512,12.6929922597183,15.4901889946965,5.43053006831152,0,1,0,1,0,1,0,1,2.8524267060200192
1822,1.86646549530877,12.9624845154066,1.25017595108982,1.13422730036867,0,1,0,1,0,1,0,1,1.1022269969021747
1823,0.0345495663877351,12.4499294002692,22.7295411108052,0.512555115137413,0,1,0,1,0,1,0,1,44.3455551208606
1824,0.861899257419957,13.7729194189091,12.522318676329,0.549399257419957,0,1,0,1,0,1,0,1,22.792747728009807
1825,2.25039048851835,11.0302992550388,27.8930619550771,0.502370574792593,0,1,0,1,0,1,0,1,55.52288162297909
1826,3.33367105772837,16.0650668252652,17.5987378829935,3.33367105772837,0,1,0,1,0,1,0,1,5.279086502009479
1827,0.601261713137156,12.4644997889502,19.1344922363905,2.17031888737883,1,0,0,1,0,1,0,1,8.816442757635444
1828,0.762299412280356,13.6825023535336,19.9298937581419,0.859817320275951,0,1,1,0,0,1,0,1,23.179218757474636
1829,2.68119840744092,15.5021781168229,25.9155827686208,0.795432677194242,1,0,1,0,0,1,0,1,32.580485453569445
1830,2.19233320127881,10.3461838710531,14.3998815021169,1.85369763106382,0,1,0,1,0,1,0,1,7.768193291509435
1832,0.815198951602138,7.95293173371474,24.0467094405479,5.94943126647543,0,1,0,1,0,1,0,1,4.041850113648541
1833,0.780036160588386,9.39788092232505,8.09921695594828,0.744911759828492,0,1,0,1,0,1,0,1,10.872719955197162
1835,3.16941100332414,10.5312762018922,26.2897303002265,2.27899431624544,0,0,1,0,0,1,0,1,11.535671727140535
1836,0.951008201626404,9.73277526860477,4.76520683674957,2.12773398048261,0,1,0,1,0,1,0,1,2.23956889369635
1837,2.71463242551368,11.3093504539098,4.74675226954912,0.757278585338597,0,1,0,0,0,1,0,1,6.268171794963323
1838,0.782782770642861,9.50050751455027,2.82793879789988,0.440601555296215,0,1,0,1,0,1,0,1,6.418358636974547
1839,1.57721896389425,10.2832902851931,3.77400253930296,0.946063741403076,0,1,0,1,0,1,0,1,3.989163070244993
1840,0.335803415412002,9.22538581895998,6.03705130333751,2.1143952601191,0,1,0,1,0,1,0,1,2.855214167949588
1841,0.0345638588063366,13.3599624860078,9.19041750544289,0.340724719208595,0,1,0,0,0,1,0,1,26.973145731221297
1842,2.49480525825217,12.0801184026331,11.0966622570958,1.71172800145689,0,1,0,0,0,1,0,1,6.482725203800593
1843,0.133847541043082,8.45019380629441,12.0588890775293,0.383890580110496,0,1,0,1,0,1,0,1,31.41230783536904
1844,1.89255967979516,8.68058359175186,3.51876711269333,1.55718088960086,0,1,0,1,0,1,0,1,2.2597035040644946
1845,4.55051953740036,7.81210761189109,5.85449522821446,1.6159781558826,0,1,0,1,0,1,0,1,3.622880177496524
1846,0.928446489307049,9.86778594942058,3.70307577682493,1.19084538295982,0,1,0,0,0,1,0,1,3.1096192921544663
1847,0.108105938903478,10.6761735501524,7.62873267557868,0.841060521810519,0,1,1,0,0,1,0,1,9.070373032319479
1848,0.691803082257664,9.76952699715001,11.1861111111111,0.50825078062778,0,1,0,1,0,1,0,1,22.009038721582023
1849,0.250956804068693,7.70820148273009,12.5443640245891,2.64261920450754,1,0,0,1,0,1,0,1,4.746943488184776
1850,1.12604745099158,7.95915828679878,14.5156685523952,1.97130452780601,1,0,0,1,0,1,0,1,7.363483595581556
1851,1.6165102400396,9.51593320027821,10.6563467842458,2.30171456739892,0,1,0,1,0,1,0,1,4.629742946923316
1852,3.63755161657903,8.49671620265681,8.6039137098694,1.9071975072126,0,1,0,1,0,1,0,1,4.51128615538312
1853,2.94177209172393,10.657559064493,17.1023086286165,1.31939357243366,0,1,0,1,0,1,0,1,12.962249465162081
1854,2.8892457223063,8.08110703985534,6.47035276216164,2.8892457223063,1,0,1,0,0,1,0,1,2.239460878044243
1855,0.00826288646821638,10.4021001526056,4.69741249633405,1.424111504007,1,0,0,1,0,1,0,1,3.2984864479480818
1856,1.87766064537925,11.2158623494749,20.8964737739334,0.60834899708566,0,1,1,0,0,1,0,1,34.34948339528704
1857,0.0164596307671232,10.7625439877724,1.63797257487433,0.081788556533013,0,1,1,0,0,1,0,1,20.026916286426715
1858,4.8,7.58310200669575,15.9656099601952,1.76472408026078,0,1,1,0,0,1,0,1,9.047085682559452
1859,1.13479712191773,9.39329797425362,5.65226778732142,0.744522254050366,0,1,1,0,0,1,0,1,7.59180502204176
1860,0.666666666666686,12.2420656823929,8.19932823917679,0.665994905843462,0,1,1,0,0,1,0,1,12.311397830877691
1861,0.994394328677785,11.2609158201646,13.2009048586069,0.356054373953725,1,0,1,0,0,1,0,1,37.07553066128762
1863,4.8,7.33040153058349,2.16627178539028,1.8718713480807,0,1,1,0,0,1,0,1,1.1572759995559736
1864,0.905059807676267,6.73036260860501,13.8822370547635,5.47081820440695,1,0,0,1,0,1,0,1,2.5375065549757867
1865,0.655390605473912,12.6598529454245,15.2974407642892,1.66265815559356,0,1,0,1,0,1,0,1,9.200592865602067
1866,0.14228846905624,8.98082177434287,6.11540682893272,0.93458505458986,0,1,0,1,0,1,0,1,6.543445991244156
1867,1.27108797690835,10.4442317022671,20.8608592125634,1.36926064651593,0,1,1,0,0,1,0,1,15.235126537554152
1868,0.00378166454888174,11.4039206102813,9.61797197460365,0.839051364322358,1,0,1,0,0,1,0,1,11.462912026096758
1869,1.05025562399621,8.29387231312381,7.68801274018753,3.00459673366973,1,0,1,0,0,1,0,1,2.5587502822042967
1870,2.41958121434558,9.34412793712002,9.48593137368778,1.79791863350025,1,0,1,0,0,1,0,1,5.276062663203085
1871,0.660879143566106,11.4732142857143,13.8850947398783,2.42616616844972,0,1,0,1,0,1,0,1,5.72306007743511
1872,0.365289224021932,10.0732882868746,16.8352882033813,0.696429731223834,0,1,0,1,0,1,0,1,24.17370690621823
1873,0.199840983462529,10.4385775108965,18.6301857356419,1.79489753226055,0,1,0,1,0,1,0,1,10.379526073657509
1874,0.404275136110854,12.0264830969002,5.41766742004042,0.180127599315497,0,1,0,1,0,1,0,1,30.076831316400717
1875,4.18253127228689,8.44114101623975,15.5333333333333,4.51719231709356,0,1,0,1,0,1,0,1,3.4387141930073315
1876,2.57110758455218,14.8586566616442,6.71401369265571,2.23728716464919,0,1,0,1,0,1,0,1,3.000961968021873
1877,0.531375065015183,13.0844986843297,19.5195049342099,2.58372688988503,0,1,0,1,0,1,0,1,7.554786463935618
1878,0.843893977140622,12.7604132419468,9.22952987590518,0.324085442382843,0,1,0,1,0,1,0,1,28.478693174383046
1879,1.58730178132791,12.7817131480651,7.44263608130984,0.0416595212214759,0,1,0,1,0,1,0,1,178.65390343163827
1880,2.13022992987783,12.5079607503048,10.6706410680038,2.64823275868144,0,1,0,1,0,1,0,1,4.029344109962876
1881,3.11430657060686,12.0418869383794,22.8288951180351,3.34437209834581,0,1,0,1,0,1,0,1,6.826063143310729
1882,1.3220797376975,13.6147087487967,11.5688654004963,0.379156651699624,0,1,0,1,0,1,0,1,30.512099283072587
1883,0.216171356862134,14.9367884864942,11.6320965106562,0.0632311101599186,0,1,0,1,0,1,0,1,183.96160499534673
1884,0.997200434670503,12.3160679724389,29.1739844182925,5.34464803874418,0,1,0,1,0,1,0,1,5.458541742469434
1885,2.25619805523141,15.1873109608202,21.6517597250524,0.572750140440064,1,0,0,1,0,1,0,1,37.80315044255877
1886,0.677773406738709,10.7507980218328,21.3868131868132,0.955854244492286,0,1,0,1,0,1,0,1,22.374554813190244
1887,0.452418600521668,10.7256716254127,23.5424161174507,1.58996771072691,0,0,0,1,0,1,0,1,14.806851710647289
1888,1.66962620707071,10.7786132036496,25.3060603275534,5.49242177173814,0,1,0,1,0,1,0,1,4.607450297748166
1889,0.160705123287315,10.8605214101589,22.0783693905891,0.568050018412563,0,1,0,1,0,1,0,1,38.86694599938211
1890,1.21403267480133,9.67308701767986,14.0113018828364,3.6922361889151,0,1,0,1,0,1,0,1,3.7948010814967343
1891,0.727183087264905,10.0,11.1087323490596,1.48016092048812,0,1,0,1,0,1,0,1,7.505084207598332
1892,0.584692313737548,13.8486842105263,7.21283712471687,1.11810028261162,0,1,0,1,0,1,0,1,6.450975137819816
1893,0.819035476212647,7.74826397969217,2.08910431842557,0.747916218550364,0,1,0,1,0,1,0,1,2.7932330742536124
1894,1.68448385182667,8.48572994533218,4.78152466654136,1.18735707234768,0,1,0,1,0,1,0,1,4.027031781675564
1895,0.282916661991557,9.76541723802882,14.103223972488,0.833242100135706,0,1,1,0,0,1,0,1,16.92572179225111
1896,2.02986381718871,7.55095069068168,28.2566715858619,2.35976359503259,0,1,1,0,0,1,0,1,11.974365417511942
1897,0.47764693996875,10.3457445502521,10.8217416219672,1.80280798601216,1,0,1,0,0,1,0,1,6.002714490912072
1898,0.673269019597882,14.9032817486553,12.9354010243376,2.53211927568233,1,0,1,0,0,1,0,1,5.108527528132298
1899,1.71218788863015,8.53921450024234,19.8558697297902,0.723388030857109,0,1,0,1,0,1,0,1,27.448435532260465
1900,0.197677751258141,10.3659047141145,16.2953966225637,1.33257610974317,0,1,0,1,0,1,0,1,12.228492244022252
1901,0.52688428797245,11.0708333746636,7.89657649395411,0.492409785957193,1,0,1,0,0,1,0,1,16.036595370670778
1902,2.20562356501202,10.4491357286876,9.3472943006295,2.54870553005108,1,0,1,0,0,1,0,1,3.6674673438803134
1903,0.72166601496248,9.76609024312604,5.45403657167445,1.4062926498254,0,1,0,1,0,1,0,1,3.878308382221583
1904,0.859543636166773,10.7785765183672,16.6954841666884,1.07310927033637,0,1,1,0,0,1,0,1,15.558046722916798
1905,0.548266035351357,10.9955154240631,8.78454454453612,0.749674971940888,0,1,0,1,0,1,0,1,11.717804212928671
1906,0.936187281972792,10.6893261166095,15.2362161066137,4.39968268679683,1,0,1,0,0,1,0,1,3.4630261296653555
1907,0.564683339677954,8.19049037277561,17.8952160519078,4.16362305266942,0,1,0,1,0,1,0,1,4.297991394882554
1908,0.677579815630679,11.0584489758739,10.8312129384988,0.817720589715776,0,1,1,0,0,1,0,1,13.245616014467144
1909,1.3478131892881,11.1929488908764,15.3111924005046,2.23631889980297,0,1,1,0,0,1,0,1,6.846605107104173
1912,2.37542678223773,9.83676568203405,5.15996676267183,1.72533553570106,0,1,0,1,0,1,0,1,2.990703347783982
1913,0.597461404636391,10.3038561808584,5.20720381582587,0.797268221718674,0,1,0,1,0,1,0,1,6.531307374324643
